timestamp,bvp
1629894289781,-5.06
1629894289796,-1.92
1629894289812,0.88
1629894289828,3.16
1629894289843,4.87
1629894289859,6.09
1629894289875,6.94
1629894289890,7.59
1629894289906,8.11
1629894289921,8.49
1629894289937,8.63
1629894289953,8.45
1629894289968,7.99
1629894289984,7.4
1629894290000,6.95
1629894290015,6.81
1629894290031,7.03
1629894290046,7.48
1629894290062,7.98
1629894290078,8.35
1629894290093,8.55
1629894290109,8.64
1629894290125,8.7
1629894290140,8.76
1629894290156,8.79
1629894290171,8.68
1629894290187,8.4
1629894290203,7.93
1629894290218,7.37
1629894290234,6.81
1629894290250,6.27
1629894290265,5.72
1629894290281,5.1
1629894290296,4.35
1629894290312,3.45
1629894290328,2.45
1629894290343,1.43
1629894290359,0.45
1629894290375,-0.51
1629894290390,-1.5
1629894290406,-2.63
1629894290421,-3.97
1629894290437,-5.51
1629894290453,-7.16
1629894290468,-8.78
1629894290484,-10.22
1629894290500,-11.35
1629894290515,-12.12
1629894290531,-12.52
1629894290546,-12.69
1629894290562,-12.8
1629894290578,-13.06
1629894290593,-13.57
1629894290609,-14.29
1629894290625,-14.96
1629894290640,-15.21
1629894290656,-14.7
1629894290671,-13.26
1629894290687,-10.96
1629894290703,-7.99
1629894290718,-4.64
1629894290734,-1.16
1629894290750,2.26
1629894290765,5.44
1629894290781,8.16
1629894290796,10.22
1629894290812,11.5
1629894290828,11.99
1629894290843,11.86
1629894290859,11.3
1629894290875,10.5
1629894290890,9.52
1629894290906,8.35
1629894290921,7.0
1629894290937,5.53
1629894290953,4.11
1629894290968,2.93
1629894290984,2.16
1629894291000,1.89
1629894291015,2.16
1629894291031,2.93
1629894291046,4.09
1629894291062,5.43
1629894291078,6.67
1629894291093,7.52
1629894291109,7.81
1629894291125,7.5
1629894291140,6.72
1629894291156,5.69
1629894291171,4.6
1629894291187,3.56
1629894291203,2.63
1629894291218,1.79
1629894291234,1.05
1629894291250,0.36
1629894291265,-0.31
1629894291281,-1.03
1629894291296,-1.9
1629894291312,-2.95
1629894291328,-4.23
1629894291343,-5.65
1629894291359,-7.11
1629894291375,-8.47
1629894291390,-9.57
1629894291406,-10.31
1629894291421,-10.69
1629894291437,-10.86
1629894291453,-11.12
1629894291468,-11.85
1629894291484,-13.35
1629894291500,-15.71
1629894291515,-18.74
1629894291531,-21.99
1629894291546,-24.9
1629894291562,-26.93
1629894291578,-27.71
1629894291593,-27.1
1629894291609,-25.21
1629894291625,-22.3
1629894291640,-18.73
1629894291656,-14.84
1629894291671,-10.91
1629894291687,-7.18
1629894291703,-3.89
1629894291718,-1.23
1629894291734,0.68
1629894291750,1.85
1629894291765,2.48
1629894291781,2.83
1629894291796,3.15
1629894291812,3.54
1629894291828,3.97
1629894291843,4.3
1629894291859,4.41
1629894291875,4.33
1629894291890,4.17
1629894291906,4.1
1629894291921,4.23
1629894291937,4.55
1629894291953,5.01
1629894291968,5.49
1629894291984,5.96
1629894292000,6.38
1629894292015,6.76
1629894292031,7.08
1629894292046,7.28
1629894292062,7.32
1629894292078,7.12
1629894292093,6.65
1629894292109,5.91
1629894292125,4.97
1629894292140,3.92
1629894292156,2.83
1629894292171,1.71
1629894292187,0.53
1629894292203,-0.77
1629894292218,-2.25
1629894292234,-3.92
1629894292250,-5.77
1629894292265,-7.79
1629894292281,-9.96
1629894292296,-12.28
1629894292312,-14.65
1629894292328,-16.94
1629894292343,-18.96
1629894292359,-20.54
1629894292375,-21.59
1629894292390,-22.1
1629894292406,-22.04
1629894292421,-21.36
1629894292437,-19.93
1629894292453,-17.65
1629894292468,-14.5
1629894292484,-10.65
1629894292500,-6.41
1629894292515,-2.14
1629894292531,1.87
1629894292546,5.39
1629894292562,8.36
1629894292578,10.7
1629894292593,12.35
1629894292609,13.23
1629894292625,13.3
1629894292640,12.71
1629894292656,11.74
1629894292671,10.77
1629894292687,10.18
1629894292703,10.18
1629894292718,10.76
1629894292734,11.74
1629894292750,12.87
1629894292765,13.88
1629894292781,14.66
1629894292796,15.13
1629894292812,15.31
1629894292828,15.17
1629894292843,14.69
1629894292859,13.9
1629894292875,12.88
1629894292890,11.82
1629894292906,10.88
1629894292921,10.14
1629894292937,9.49
1629894292953,8.7
1629894292968,7.53
1629894292984,5.85
1629894293000,3.69
1629894293015,1.31
1629894293031,-1.04
1629894293046,-3.14
1629894293062,-4.95
1629894293078,-6.62
1629894293093,-8.33
1629894293109,-10.32
1629894293125,-12.69
1629894293140,-15.38
1629894293156,-18.2
1629894293171,-20.74
1629894293187,-22.56
1629894293203,-23.2
1629894293218,-22.4
1629894293234,-20.17
1629894293250,-16.71
1629894293265,-12.42
1629894293281,-7.71
1629894293296,-3.0
