timestamp,bvp
1630937420093,245.84
1630937420109,302.55
1630937420125,357.41
1630937420140,402.8
1630937420156,431.69
1630937420171,441.6
1630937420187,433.39
1630937420203,410.56
1630937420218,377.52
1630937420234,338.67
1630937420250,296.66
1630937420265,259.83
1630937420281,233.7
1630937420296,210.52
1630937420312,187.36
1630937420328,165.22
1630937420343,149.08
1630937420359,139.19
1630937420375,132.26
1630937420390,122.66
1630937420406,104.27
1630937420421,71.97
1630937420437,24.96
1630937420453,-30.13
1630937420468,-82.2
1630937420484,-118.34
1630937420500,-127.55
1630937420515,-103.46
1630937420531,-47.11
1630937420546,32.32
1630937420562,118.99
1630937420578,195.69
1630937420593,250.39
1630937420609,277.78
1630937420625,279.44
1630937420640,261.43
1630937420656,231.52
1630937420671,196.15
1630937420687,159.12
1630937420703,121.64
1630937420718,84.57
1630937420734,50.38
1630937420750,21.89
1630937420765,0.81
1630937420781,-13.81
1630937420796,-25.51
1630937420812,-39.24
1630937420828,-59.23
1630937420843,-87.37
1630937420859,-122.26
1630937420875,-159.86
1630937420890,-195.71
1630937420906,-227.29
1630937420921,-254.95
1630937420937,-281.32
1630937420953,-309.97
1630937420968,-344.13
1630937420984,-385.95
1630937421000,-435.91
1630937421015,-492.4
1630937421031,-551.42
1630937421046,-606.62
1630937421062,-650.09
1630937421078,-674.21
1630937421093,-674.05
1630937421109,-649.33
1630937421125,-604.69
1630937421140,-548.0
1630937421156,-487.62
1630937421171,-429.78
1630937421187,-377.64
1630937421203,-331.83
1630937421218,-291.76
1630937421234,-256.1
1630937421250,-224.08
1630937421265,-195.43
1630937421281,-169.55
1630937421296,-145.43
1630937421312,-121.53
1630937421328,-97.07
1630937421343,-72.41
1630937421359,-48.45
1630937421375,-25.4
1630937421390,-3.19
1630937421406,18.68
1630937421421,41.29
1630937421437,66.21
1630937421453,95.28
1630937421468,128.53
1630937421484,162.9
1630937421500,192.41
1630937421515,211.44
1630937421531,215.14
1630937421546,201.61
1630937421562,173.79
1630937421578,138.86
1630937421593,106.67
1630937421609,84.39
1630937421625,74.18
1630937421640,73.81
1630937421656,83.45
1630937421671,101.17
1630937421687,122.65
1630937421703,143.15
1630937421718,158.58
1630937421734,169.5
1630937421750,176.1
1630937421765,177.96
1630937421781,175.53
1630937421796,179.45
1630937421812,195.87
1630937421828,222.17
1630937421843,250.59
1630937421859,272.33
1630937421875,288.31
1630937421890,299.88
1630937421906,307.87
1630937421921,313.95
1630937421937,334.83
1630937421953,379.04
1630937421968,440.71
1630937421984,505.88
1630937422000,559.73
1630937422015,603.53
1630937422031,639.74
1630937422046,669.35
1630937422062,693.78
1630937422078,732.78
1630937422093,795.17
1630937422109,872.07
1630937422125,945.36
1630937422140,996.99
1630937422156,1030.64
1630937422171,1051.72
1630937422187,1063.45
1630937422203,945.71
1630937422218,666.31
1630937422234,304.77
1630937422250,-23.82
1630937422265,-222.02
1630937422281,-335.26
1630937422296,-397.94
1630937422312,-428.55
1630937422328,-447.36
1630937422343,-459.73
1630937422359,-448.7
1630937422375,-419.96
1630937422390,-388.07
1630937422406,-367.73
1630937422421,-368.98
1630937422437,-382.03
1630937422453,-399.31
1630937422468,-417.81
1630937422484,-435.07
1630937422500,-435.64
1630937422515,-412.82
1630937422531,-372.97
1630937422546,-330.47
1630937422562,-300.5
1630937422578,-281.81
1630937422593,-271.35
1630937422609,-267.02
1630937422625,-266.09
1630937422640,-257.78
1630937422656,-237.04
1630937422671,-206.98
1630937422687,-176.12
1630937422703,-153.76
1630937422718,-139.07
1630937422734,-130.11
1630937422750,-125.46
1630937422765,-123.29
1630937422781,-118.08
1630937422796,-107.17
1630937422812,-91.76
1630937422828,-75.83
1630937422843,-63.91
1630937422859,-55.74
1630937422875,-50.47
1630937422890,-47.42
1630937422906,-45.72
1630937422921,-43.24
1630937422937,-38.95
1630937422953,-33.13
1630937422968,-27.13
1630937422984,-22.6
1630937423000,-19.5
1630937423015,-17.53
1630937423031,-16.45
1630937423046,-15.93
1630937423062,-15.84
1630937423078,-16.1
1630937423093,-16.48
1630937423109,-16.88
1630937423125,-17.26
1630937423140,-17.69
1630937423156,-18.12
1630937423171,-18.48
1630937423187,-18.7
1630937423203,-18.73
1630937423218,-18.56
1630937423234,-18.13
1630937423250,-17.34
1630937423265,-15.81
1630937423281,-13.47
1630937423296,-10.15
1630937423312,-5.82
1630937423328,-0.68
1630937423343,4.87
1630937423359,10.3
1630937423375,15.1
1630937423390,18.95
1630937423406,21.81
1630937423421,23.89
1630937423437,25.54
1630937423453,27.07
1630937423468,28.59
1630937423484,29.93
1630937423500,30.84
1630937423515,31.09
1630937423531,30.75
1630937423546,30.23
1630937423562,30.2
1630937423578,31.33
1630937423593,33.95
1630937423609,37.85
1630937423625,42.32
1630937423640,46.37
1630937423656,49.07
1630937423671,49.93
1630937423687,49.1
1630937423703,47.24
1630937423718,45.36
1630937423734,44.47
1630937423750,45.5
1630937423765,48.79
1630937423781,53.74
1630937423796,58.53
1630937423812,60.43
1630937423828,56.64
1630937423843,45.38
1630937423859,26.96
1630937423875,3.78
1630937423890,-20.21
1630937423906,-41.12
1630937423921,-56.57
1630937423937,-66.45
1630937423953,-72.53
1630937423968,-77.33
1630937423984,-82.72
1630937424000,-89.11
1630937424015,-95.36
1630937424031,-99.14
1630937424046,-97.79
1630937424062,-89.34
1630937424078,-73.13
1630937424093,-50.15
1630937424109,-22.88
1630937424125,5.33
1630937424140,31.29
1630937424156,51.45
1630937424171,63.17
1630937424187,65.82
1630937424203,60.74
1630937424218,50.68
1630937424234,38.7
1630937424250,27.17
1630937424265,17.26
1630937424281,8.89
1630937424296,1.13
1630937424312,-6.89
1630937424328,-15.55
1630937424343,-24.6
1630937424359,-33.24
1630937424375,-40.47
1630937424390,-45.37
1630937424406,-47.29
1630937424421,-46.03
