timestamp,hr
1630067052000,73.88
1630067053000,73.32
1630067054000,72.7
1630067055000,72.07
1630067056000,71.65
1630067057000,71.3
1630067058000,71.0
1630067059000,70.7
1630067060000,70.42
1630067061000,70.15
1630067062000,69.9
1630067063000,69.62
1630067064000,69.37
1630067065000,69.13
1630067066000,68.93
1630067067000,68.75
1630067068000,68.57
1630067069000,68.38
1630067070000,68.57
1630067071000,68.77
1630067072000,68.93
1630067073000,69.08
1630067074000,69.17
1630067075000,69.23
1630067076000,69.27
1630067077000,69.3
1630067078000,69.33
1630067079000,69.37
1630067080000,69.52
1630067081000,69.73
1630067082000,69.62
1630067083000,69.65
1630067084000,69.65
1630067085000,69.62
1630067086000,69.47
1630067087000,69.32
1630067088000,69.17
1630067089000,69.03
1630067090000,68.9
1630067091000,68.52
1630067092000,68.0
1630067093000,67.48
1630067094000,66.97
1630067095000,66.42
1630067096000,65.88
1630067097000,65.35
1630067098000,64.8
1630067099000,64.27
1630067100000,63.9
1630067101000,63.83
1630067102000,63.87
1630067103000,63.98
1630067104000,64.08
1630067105000,64.17
1630067106000,64.23
1630067107000,64.32
1630067108000,64.43
1630067109000,64.72
1630067110000,65.0
1630067111000,65.23
1630067112000,65.45
1630067113000,65.68
1630067114000,65.92
1630067115000,66.17
1630067116000,66.38
1630067117000,66.62
1630067118000,66.85
1630067119000,67.12
1630067120000,67.4
1630067121000,67.68
1630067122000,67.9
1630067123000,68.17
1630067124000,68.4
1630067125000,68.62
1630067126000,68.77
1630067127000,68.82
1630067128000,68.88
1630067129000,68.95
1630067130000,68.62
1630067131000,68.3
1630067132000,68.0
1630067133000,67.72
1630067134000,67.48
1630067135000,67.27
1630067136000,67.08
1630067137000,66.82
1630067138000,66.55
1630067139000,66.27
1630067140000,65.93
1630067141000,65.55
1630067142000,65.27
1630067143000,64.73
1630067144000,64.18
1630067145000,63.62
1630067146000,63.13
1630067147000,62.67
1630067148000,62.18
1630067149000,61.75
1630067150000,61.35
1630067151000,61.18
1630067152000,60.95
1630067153000,60.75
1630067154000,60.5
1630067155000,60.45
1630067156000,60.35
1630067157000,60.32
1630067158000,60.3
1630067159000,60.3
1630067160000,60.25
1630067161000,60.22
1630067162000,60.02
1630067163000,59.83
1630067164000,59.65
1630067165000,59.55
1630067166000,59.53
1630067167000,59.45
1630067168000,59.38
1630067169000,59.13
1630067170000,58.9
1630067171000,58.65
1630067172000,58.38
1630067173000,58.1
1630067174000,57.8
1630067175000,57.5
1630067176000,57.5
1630067177000,57.5
1630067178000,57.73
1630067179000,57.92
1630067180000,58.05
1630067181000,58.17
1630067182000,58.3
1630067183000,58.38
1630067184000,58.47
1630067185000,58.58
1630067186000,58.72
1630067187000,58.92
1630067188000,59.07
1630067189000,59.17
1630067190000,59.3
1630067191000,59.37
1630067192000,59.4
1630067193000,59.52
1630067194000,59.65
1630067195000,59.78
1630067196000,59.92
1630067197000,60.13
1630067198000,60.35
1630067199000,60.58
1630067200000,60.83
1630067201000,61.07
1630067202000,61.32
1630067203000,61.6
1630067204000,61.93
1630067205000,62.23
1630067206000,62.52
1630067207000,62.78
1630067208000,63.05
1630067209000,63.32
1630067210000,63.4
1630067211000,63.48
1630067212000,63.7
1630067213000,63.88
1630067214000,64.15
1630067215000,64.27
1630067216000,64.42
1630067217000,64.48
1630067218000,64.52
1630067219000,64.53
1630067220000,64.63
1630067221000,64.72
1630067222000,64.9
1630067223000,65.07
1630067224000,65.25
1630067225000,65.42
1630067226000,65.55
1630067227000,65.75
1630067228000,65.92
1630067229000,66.1
1630067230000,66.28
1630067231000,66.48
1630067232000,66.73
1630067233000,66.97
1630067234000,67.23
1630067235000,67.47
1630067236000,67.5
1630067237000,67.53
1630067238000,67.32
1630067239000,67.28
1630067240000,67.27
1630067241000,67.27
1630067242000,67.33
1630067243000,67.42
1630067244000,67.52
1630067245000,67.62
1630067246000,67.73
1630067247000,67.78
1630067248000,67.88
1630067249000,67.78
1630067250000,67.68
1630067251000,67.6
1630067252000,67.55
1630067253000,67.63
1630067254000,67.68
1630067255000,67.8
1630067256000,67.93
1630067257000,68.05
1630067258000,68.13
1630067259000,68.28
1630067260000,68.4
1630067261000,68.5
1630067262000,68.6
1630067263000,68.65
1630067264000,68.7
1630067265000,68.77
1630067266000,68.87
1630067267000,69.0
1630067268000,69.17
1630067269000,69.35
1630067270000,69.67
1630067271000,70.07
1630067272000,70.37
1630067273000,70.67
1630067274000,70.95
1630067275000,71.25
1630067276000,71.55
1630067277000,71.9
1630067278000,72.13
1630067279000,72.33
1630067280000,72.45
1630067281000,72.58
1630067282000,72.73
1630067283000,72.87
1630067284000,72.95
1630067285000,73.03
1630067286000,73.13
1630067287000,73.28
1630067288000,73.45
1630067289000,73.65
1630067290000,73.83
1630067291000,74.02
1630067292000,74.2
1630067293000,74.45
1630067294000,74.63
1630067295000,74.82
1630067296000,74.9
1630067297000,74.97
1630067298000,75.03
1630067299000,74.93
1630067300000,74.82
1630067301000,74.7
1630067302000,74.58
1630067303000,74.5
1630067304000,74.4
1630067305000,74.28
1630067306000,74.18
1630067307000,74.13
1630067308000,74.07
1630067309000,74.2
1630067310000,74.32
1630067311000,74.43
1630067312000,74.52
1630067313000,74.38
1630067314000,74.27
1630067315000,74.08
1630067316000,73.88
1630067317000,73.68
1630067318000,73.5
1630067319000,73.28
1630067320000,73.07
1630067321000,72.85
1630067322000,72.6
1630067323000,72.37
1630067324000,72.1
1630067325000,71.82
1630067326000,71.53
1630067327000,71.28
1630067328000,71.02
1630067329000,70.73
1630067330000,70.35
1630067331000,69.88
1630067332000,69.45
1630067333000,68.98
1630067334000,68.5
1630067335000,67.98
1630067336000,67.47
1630067337000,66.87
1630067338000,66.35
1630067339000,65.88
1630067340000,65.65
1630067341000,65.38
1630067342000,65.15
1630067343000,64.98
1630067344000,64.8
1630067345000,64.6
1630067346000,64.38
1630067347000,64.13
1630067348000,63.92
1630067349000,63.78
1630067350000,63.65
1630067351000,63.48
1630067352000,63.33
1630067353000,63.13
1630067354000,63.05
1630067355000,63.03
1630067356000,63.03
1630067357000,63.05
1630067358000,63.13
1630067359000,63.22
1630067360000,63.38
1630067361000,63.5
1630067362000,63.58
1630067363000,63.6
1630067364000,63.57
1630067365000,63.53
1630067366000,63.5
1630067367000,63.48
1630067368000,63.5
1630067369000,63.5
1630067370000,63.42
1630067371000,63.38
1630067372000,63.55
1630067373000,63.78
1630067374000,64.18
1630067375000,64.47
1630067376000,64.82
1630067377000,65.17
1630067378000,65.52
1630067379000,65.87
1630067380000,66.23
1630067381000,66.62
1630067382000,67.05
1630067383000,67.48
1630067384000,67.97
1630067385000,68.47
1630067386000,68.9
1630067387000,69.28
1630067388000,69.68
1630067389000,70.07
1630067390000,70.58
1630067391000,71.12
1630067392000,71.67
1630067393000,72.23
1630067394000,72.82
1630067395000,73.42
1630067396000,74.0
1630067397000,74.63
1630067398000,75.33
1630067399000,76.0
1630067400000,76.47
1630067401000,76.97
1630067402000,77.32
1630067403000,77.65
1630067404000,78.07
1630067405000,78.48
1630067406000,78.88
1630067407000,79.28
1630067408000,79.62
1630067409000,79.92
1630067410000,80.17
1630067411000,80.47
1630067412000,80.77
1630067413000,81.03
1630067414000,81.27
1630067415000,81.65
1630067416000,81.98
1630067417000,82.3
1630067418000,82.62
1630067419000,82.9
1630067420000,83.12
1630067421000,83.38
1630067422000,83.57
1630067423000,83.83
1630067424000,84.2
1630067425000,84.57
1630067426000,84.85
1630067427000,85.13
1630067428000,85.37
1630067429000,85.65
1630067430000,86.02
1630067431000,86.45
1630067432000,86.67
1630067433000,86.88
1630067434000,86.95
1630067435000,87.13
1630067436000,87.17
1630067437000,87.22
1630067438000,87.27
1630067439000,87.28
1630067440000,87.38
1630067441000,87.6
1630067442000,87.65
1630067443000,87.88
1630067444000,88.12
1630067445000,88.3
1630067446000,88.72
1630067447000,89.12
1630067448000,89.6
