timestamp,hr
1631118271000,74.7
1631118272000,74.6
1631118273000,74.53
1631118274000,74.47
1631118275000,74.48
1631118276000,74.48
1631118277000,74.47
1631118278000,74.52
1631118279000,74.52
1631118280000,74.53
1631118281000,74.55
1631118282000,74.58
1631118283000,74.62
1631118284000,74.73
1631118285000,74.82
1631118286000,74.88
1631118287000,74.95
1631118288000,74.97
1631118289000,74.98
1631118290000,75.0
1631118291000,74.97
1631118292000,74.95
1631118293000,74.92
1631118294000,74.88
1631118295000,74.85
1631118296000,74.8
1631118297000,74.77
1631118298000,74.73
1631118299000,74.7
1631118300000,74.68
1631118301000,74.67
1631118302000,74.67
1631118303000,74.63
1631118304000,74.62
1631118305000,74.6
1631118306000,74.57
1631118307000,74.52
1631118308000,74.45
1631118309000,74.38
1631118310000,74.32
1631118311000,74.32
1631118312000,74.3
1631118313000,74.23
1631118314000,74.18
1631118315000,74.15
1631118316000,74.13
1631118317000,74.13
1631118318000,74.13
1631118319000,74.13
1631118320000,74.12
1631118321000,74.08
1631118322000,74.05
1631118323000,74.0
1631118324000,73.95
1631118325000,73.9
1631118326000,73.85
1631118327000,73.78
1631118328000,73.72
1631118329000,73.7
1631118330000,73.68
1631118331000,73.67
1631118332000,73.62
1631118333000,73.55
1631118334000,73.48
1631118335000,73.4
1631118336000,73.3
1631118337000,73.18
1631118338000,73.02
1631118339000,72.88
1631118340000,72.78
1631118341000,72.68
1631118342000,72.58
1631118343000,72.52
1631118344000,72.45
1631118345000,72.4
1631118346000,72.37
1631118347000,72.35
1631118348000,72.35
1631118349000,72.33
1631118350000,72.3
1631118351000,72.28
1631118352000,72.27
1631118353000,72.25
1631118354000,72.22
1631118355000,72.18
1631118356000,72.15
1631118357000,72.12
1631118358000,72.1
1631118359000,72.08
1631118360000,72.07
1631118361000,72.05
1631118362000,72.03
1631118363000,72.03
1631118364000,72.0
1631118365000,71.95
1631118366000,71.9
1631118367000,71.85
1631118368000,71.8
1631118369000,71.77
1631118370000,71.75
1631118371000,71.73
1631118372000,71.73
1631118373000,71.73
1631118374000,71.72
1631118375000,71.68
1631118376000,71.65
1631118377000,71.58
1631118378000,71.52
1631118379000,71.47
1631118380000,71.43
1631118381000,71.42
1631118382000,71.42
1631118383000,71.45
1631118384000,71.47
1631118385000,71.48
1631118386000,71.48
1631118387000,71.48
1631118388000,71.45
1631118389000,71.38
1631118390000,71.28
1631118391000,71.18
1631118392000,71.15
1631118393000,71.33
1631118394000,71.52
1631118395000,71.77
1631118396000,72.03
1631118397000,72.3
1631118398000,72.62
1631118399000,72.95
1631118400000,73.13
1631118401000,73.4
1631118402000,73.5
1631118403000,73.55
1631118404000,73.67
1631118405000,73.78
1631118406000,73.9
1631118407000,74.03
1631118408000,74.08
1631118409000,74.17
1631118410000,74.3
1631118411000,74.47
1631118412000,74.62
1631118413000,74.75
1631118414000,74.88
1631118415000,74.95
1631118416000,75.0
1631118417000,75.02
1631118418000,75.0
1631118419000,74.97
1631118420000,74.95
1631118421000,74.93
1631118422000,74.93
1631118423000,74.95
1631118424000,75.03
1631118425000,75.13
1631118426000,75.25
1631118427000,75.38
1631118428000,75.52
1631118429000,75.63
1631118430000,75.72
1631118431000,75.78
1631118432000,75.83
1631118433000,75.85
1631118434000,75.87
1631118435000,75.9
1631118436000,75.93
1631118437000,75.98
1631118438000,76.03
1631118439000,76.07
1631118440000,76.08
1631118441000,76.08
1631118442000,76.07
1631118443000,76.02
1631118444000,75.97
1631118445000,75.92
1631118446000,75.87
1631118447000,75.8
1631118448000,75.73
1631118449000,75.67
1631118450000,75.62
1631118451000,75.57
1631118452000,75.47
1631118453000,75.17
1631118454000,74.88
1631118455000,74.57
1631118456000,74.25
1631118457000,73.95
1631118458000,73.65
1631118459000,73.32
1631118460000,73.12
1631118461000,72.83
1631118462000,72.73
1631118463000,72.67
1631118464000,72.55
1631118465000,72.42
1631118466000,72.27
1631118467000,72.1
1631118468000,72.05
1631118469000,72.0
1631118470000,71.9
1631118471000,71.78
1631118472000,71.7
1631118473000,71.63
1631118474000,71.6
1631118475000,71.6
1631118476000,71.6
1631118477000,71.62
1631118478000,71.68
1631118479000,71.78
1631118480000,71.87
1631118481000,71.97
1631118482000,72.05
1631118483000,72.12
1631118484000,72.15
1631118485000,72.17
1631118486000,72.15
1631118487000,72.12
1631118488000,72.07
1631118489000,72.0
1631118490000,71.92
1631118491000,71.85
1631118492000,71.77
1631118493000,71.63
1631118494000,71.52
1631118495000,71.42
1631118496000,71.33
1631118497000,71.27
1631118498000,71.22
1631118499000,71.17
1631118500000,71.12
1631118501000,71.08
1631118502000,71.05
1631118503000,71.02
1631118504000,71.03
1631118505000,71.08
1631118506000,71.07
1631118507000,71.07
1631118508000,71.1
1631118509000,71.15
1631118510000,71.2
1631118511000,71.25
1631118512000,71.32
1631118513000,71.37
1631118514000,71.38
1631118515000,71.4
1631118516000,71.4
1631118517000,71.38
1631118518000,71.33
1631118519000,71.32
1631118520000,71.27
1631118521000,71.23
1631118522000,71.18
1631118523000,71.12
1631118524000,71.03
1631118525000,70.93
1631118526000,70.97
1631118527000,70.98
1631118528000,70.97
1631118529000,70.93
1631118530000,70.92
1631118531000,70.9
1631118532000,70.77
1631118533000,70.68
1631118534000,70.58
1631118535000,70.5
1631118536000,70.43
1631118537000,70.42
1631118538000,70.37
1631118539000,70.28
1631118540000,70.25
1631118541000,70.2
1631118542000,70.15
1631118543000,70.12
1631118544000,70.12
1631118545000,70.12
1631118546000,70.13
1631118547000,70.17
1631118548000,70.2
1631118549000,70.25
1631118550000,70.33
1631118551000,70.42
1631118552000,70.48
1631118553000,70.67
1631118554000,70.85
1631118555000,71.03
1631118556000,71.23
1631118557000,71.42
1631118558000,71.6
1631118559000,71.8
1631118560000,71.98
1631118561000,72.1
1631118562000,72.2
1631118563000,72.2
1631118564000,72.2
1631118565000,72.2
1631118566000,72.27
1631118567000,72.35
1631118568000,72.42
1631118569000,72.47
1631118570000,72.53
1631118571000,72.6
1631118572000,72.65
1631118573000,72.68
1631118574000,72.72
1631118575000,72.78
1631118576000,72.87
1631118577000,72.98
1631118578000,73.27
1631118579000,73.05
1631118580000,72.88
1631118581000,72.75
1631118582000,72.63
1631118583000,72.57
1631118584000,72.53
1631118585000,72.55
1631118586000,72.48
1631118587000,72.42
1631118588000,72.37
1631118589000,72.32
1631118590000,72.27
1631118591000,72.22
1631118592000,72.27
1631118593000,72.32
1631118594000,72.37
1631118595000,72.43
1631118596000,72.52
1631118597000,72.58
1631118598000,72.65
1631118599000,72.75
1631118600000,72.78
1631118601000,72.82
1631118602000,72.87
1631118603000,72.9
1631118604000,72.9
1631118605000,72.9
1631118606000,72.92
1631118607000,72.92
1631118608000,72.92
1631118609000,72.9
1631118610000,72.88
1631118611000,72.87
1631118612000,72.87
1631118613000,72.83
1631118614000,72.77
1631118615000,72.67
1631118616000,72.53
1631118617000,72.4
1631118618000,72.22
1631118619000,72.02
1631118620000,71.83
1631118621000,71.72
1631118622000,71.57
1631118623000,71.53
1631118624000,71.52
1631118625000,71.47
1631118626000,71.4
1631118627000,71.32
1631118628000,71.22
1631118629000,71.12
1631118630000,71.0
1631118631000,70.88
1631118632000,70.77
1631118633000,70.68
1631118634000,70.62
1631118635000,70.52
1631118636000,70.42
1631118637000,70.28
1631118638000,69.98
1631118639000,70.17
1631118640000,70.32
1631118641000,70.42
1631118642000,70.52
1631118643000,70.58
1631118644000,70.63
1631118645000,70.68
1631118646000,70.72
1631118647000,70.75
1631118648000,70.77
1631118649000,70.78
1631118650000,70.78
1631118651000,70.77
1631118652000,70.75
1631118653000,70.68
1631118654000,70.63
1631118655000,70.58
1631118656000,70.52
1631118657000,70.43
1631118658000,70.37
1631118659000,70.28
1631118660000,70.22
1631118661000,70.13
1631118662000,70.03
1631118663000,69.92
1631118664000,69.8
1631118665000,69.68
1631118666000,69.53
1631118667000,69.42
1631118668000,69.32
1631118669000,69.25
1631118670000,69.22
1631118671000,69.2
1631118672000,69.2
1631118673000,69.2
1631118674000,69.25
1631118675000,69.32
1631118676000,69.38
1631118677000,69.43
1631118678000,69.52
1631118679000,69.6
1631118680000,69.67
1631118681000,69.7
1631118682000,69.75
1631118683000,69.8
1631118684000,69.78
1631118685000,69.77
1631118686000,69.77
1631118687000,69.78
1631118688000,69.82
1631118689000,69.87
1631118690000,69.92
1631118691000,69.98
1631118692000,70.03
1631118693000,70.07
1631118694000,70.08
1631118695000,70.07
1631118696000,70.02
1631118697000,69.97
1631118698000,69.95
1631118699000,69.92
1631118700000,69.87
1631118701000,69.83
1631118702000,69.8
1631118703000,69.78
1631118704000,69.8
1631118705000,69.83
1631118706000,69.95
1631118707000,70.07
1631118708000,70.18
1631118709000,70.32
1631118710000,70.47
1631118711000,70.62
1631118712000,70.77
1631118713000,70.9
1631118714000,71.0
1631118715000,71.07
1631118716000,71.13
1631118717000,71.13
1631118718000,71.1
1631118719000,71.07
1631118720000,71.02
1631118721000,70.95
1631118722000,70.9
1631118723000,70.82
1631118724000,70.73
1631118725000,70.65
1631118726000,70.6
1631118727000,70.62
1631118728000,70.68
1631118729000,70.75
1631118730000,70.85
1631118731000,70.95
1631118732000,71.07
1631118733000,71.22
1631118734000,71.37
1631118735000,71.52
1631118736000,71.67
1631118737000,71.83
1631118738000,72.0
1631118739000,72.15
1631118740000,72.32
1631118741000,72.43
1631118742000,72.57
1631118743000,72.63
1631118744000,72.72
1631118745000,72.8
1631118746000,72.87
1631118747000,72.93
1631118748000,72.98
1631118749000,73.02
1631118750000,73.07
1631118751000,73.07
1631118752000,73.08
1631118753000,73.2
1631118754000,73.33
1631118755000,73.5
1631118756000,73.7
1631118757000,73.9
1631118758000,74.05
1631118759000,74.22
1631118760000,74.4
1631118761000,74.57
1631118762000,74.7
1631118763000,74.8
1631118764000,74.83
1631118765000,74.85
1631118766000,74.77
1631118767000,74.7
1631118768000,74.58
1631118769000,74.5
1631118770000,74.37
1631118771000,74.27
1631118772000,74.2
1631118773000,74.17
1631118774000,74.1
1631118775000,74.17
1631118776000,74.33
1631118777000,74.6
1631118778000,74.88
1631118779000,75.17
1631118780000,75.58
1631118781000,76.07
1631118782000,76.52
1631118783000,77.03
1631118784000,77.62
1631118785000,78.15
1631118786000,78.65
1631118787000,79.02
1631118788000,79.35
1631118789000,79.6
1631118790000,79.8
1631118791000,79.87
1631118792000,79.93
1631118793000,79.93
1631118794000,79.92
1631118795000,79.88
1631118796000,79.8
1631118797000,79.68
1631118798000,79.53
1631118799000,79.4
1631118800000,79.28
1631118801000,79.22
1631118802000,79.17
1631118803000,79.2
1631118804000,79.2
1631118805000,79.2
1631118806000,79.27
1631118807000,79.35
1631118808000,79.4
1631118809000,79.48
1631118810000,79.57
1631118811000,79.65
1631118812000,79.75
1631118813000,79.77
1631118814000,79.77
1631118815000,79.78
1631118816000,79.83
1631118817000,79.92
1631118818000,80.07
1631118819000,80.25
1631118820000,80.42
1631118821000,80.65
1631118822000,80.92
1631118823000,81.22
1631118824000,81.52
1631118825000,81.82
1631118826000,82.12
1631118827000,82.48
1631118828000,82.93
1631118829000,83.42
1631118830000,83.9
1631118831000,84.42
1631118832000,84.9
1631118833000,85.35
1631118834000,85.83
1631118835000,86.22
1631118836000,86.48
