timestamp,hr
1631192846000,64.57
1631192847000,64.6
1631192848000,64.73
1631192849000,64.78
1631192850000,65.05
1631192851000,65.28
1631192852000,65.43
1631192853000,65.58
1631192854000,65.68
1631192855000,65.77
1631192856000,65.85
1631192857000,65.95
1631192858000,66.07
1631192859000,66.15
1631192860000,66.22
1631192861000,66.28
1631192862000,66.33
1631192863000,66.37
1631192864000,66.4
1631192865000,66.42
1631192866000,66.43
1631192867000,66.43
1631192868000,66.43
1631192869000,66.45
1631192870000,66.47
1631192871000,66.48
1631192872000,66.48
1631192873000,66.45
1631192874000,66.45
1631192875000,66.42
1631192876000,66.38
1631192877000,66.32
1631192878000,66.25
1631192879000,66.2
1631192880000,66.12
1631192881000,66.0
1631192882000,65.93
1631192883000,65.88
1631192884000,65.88
1631192885000,65.9
1631192886000,65.95
1631192887000,65.95
1631192888000,65.62
1631192889000,65.32
1631192890000,65.15
1631192891000,64.82
1631192892000,64.48
1631192893000,64.17
1631192894000,63.85
1631192895000,63.57
1631192896000,63.32
1631192897000,62.83
1631192898000,62.28
1631192899000,61.83
1631192900000,61.47
1631192901000,61.2
1631192902000,60.98
1631192903000,60.68
1631192904000,60.43
1631192905000,60.2
1631192906000,59.93
1631192907000,59.6
1631192908000,59.3
1631192909000,59.1
1631192910000,58.92
1631192911000,58.78
1631192912000,58.72
1631192913000,58.67
1631192914000,58.63
1631192915000,58.58
1631192916000,58.53
1631192917000,58.43
1631192918000,58.32
1631192919000,58.22
1631192920000,58.08
1631192921000,57.93
1631192922000,57.78
1631192923000,57.65
1631192924000,57.52
1631192925000,57.4
1631192926000,57.28
1631192927000,57.15
1631192928000,57.02
1631192929000,56.83
1631192930000,56.77
1631192931000,56.72
1631192932000,56.83
1631192933000,56.95
1631192934000,57.02
1631192935000,57.08
1631192936000,57.15
1631192937000,57.2
1631192938000,57.25
1631192939000,57.3
1631192940000,57.37
1631192941000,57.5
1631192942000,57.62
1631192943000,57.67
1631192944000,57.77
1631192945000,57.9
1631192946000,58.03
1631192947000,58.17
1631192948000,58.27
1631192949000,58.38
1631192950000,58.5
1631192951000,58.65
1631192952000,58.85
1631192953000,58.98
1631192954000,59.12
1631192955000,59.2
1631192956000,59.3
1631192957000,59.35
1631192958000,59.43
1631192959000,59.4
1631192960000,59.37
1631192961000,59.37
1631192962000,59.4
1631192963000,59.48
1631192964000,59.57
1631192965000,59.58
1631192966000,59.62
1631192967000,59.8
1631192968000,59.95
1631192969000,60.07
1631192970000,60.13
1631192971000,60.15
1631192972000,60.15
1631192973000,60.1
1631192974000,60.05
1631192975000,60.0
1631192976000,59.97
1631192977000,59.97
1631192978000,59.97
1631192979000,59.98
1631192980000,60.03
1631192981000,60.1
1631192982000,60.17
1631192983000,60.23
1631192984000,60.3
1631192985000,60.37
1631192986000,60.43
1631192987000,60.53
1631192988000,60.67
1631192989000,60.87
1631192990000,60.95
1631192991000,61.0
1631192992000,60.9
1631192993000,60.87
1631192994000,60.87
1631192995000,60.83
1631192996000,60.78
1631192997000,60.75
1631192998000,60.72
1631192999000,60.72
1631193000000,60.73
1631193001000,60.75
1631193002000,60.77
1631193003000,60.87
1631193004000,60.93
1631193005000,60.97
1631193006000,61.0
1631193007000,61.03
1631193008000,61.08
1631193009000,61.12
1631193010000,61.1
1631193011000,61.07
1631193012000,60.98
1631193013000,60.95
1631193014000,60.92
1631193015000,60.9
1631193016000,60.87
1631193017000,60.88
1631193018000,60.92
1631193019000,60.92
1631193020000,60.85
1631193021000,60.75
1631193022000,60.6
1631193023000,60.43
1631193024000,60.27
1631193025000,60.18
1631193026000,60.12
1631193027000,59.97
1631193028000,59.88
1631193029000,59.82
1631193030000,59.88
1631193031000,60.02
1631193032000,60.18
1631193033000,60.37
1631193034000,60.55
1631193035000,60.73
1631193036000,61.0
1631193037000,61.12
1631193038000,61.3
1631193039000,61.47
1631193040000,61.53
1631193041000,61.57
1631193042000,61.67
1631193043000,61.77
1631193044000,61.93
1631193045000,62.15
1631193046000,62.35
1631193047000,62.57
1631193048000,62.73
1631193049000,62.88
1631193050000,63.07
1631193051000,63.32
1631193052000,63.57
1631193053000,63.73
1631193054000,63.92
1631193055000,64.18
1631193056000,64.57
1631193057000,64.8
1631193058000,64.97
1631193059000,65.1
1631193060000,65.2
1631193061000,65.25
1631193062000,65.27
1631193063000,65.25
1631193064000,65.23
1631193065000,65.2
1631193066000,65.18
1631193067000,65.15
1631193068000,65.07
1631193069000,64.98
1631193070000,64.92
1631193071000,64.85
1631193072000,64.77
1631193073000,64.68
1631193074000,64.6
1631193075000,64.53
1631193076000,64.48
1631193077000,64.42
1631193078000,64.35
1631193079000,64.32
1631193080000,64.28
1631193081000,64.25
1631193082000,64.23
1631193083000,64.2
1631193084000,64.17
1631193085000,64.13
1631193086000,64.12
1631193087000,64.13
1631193088000,64.1
1631193089000,64.13
1631193090000,64.08
1631193091000,64.02
1631193092000,63.95
1631193093000,63.85
1631193094000,63.75
1631193095000,63.63
1631193096000,63.42
1631193097000,63.35
1631193098000,63.2
1631193099000,63.05
1631193100000,62.98
1631193101000,62.93
1631193102000,62.85
1631193103000,62.77
1631193104000,62.63
1631193105000,62.45
1631193106000,62.27
1631193107000,62.07
1631193108000,61.9
1631193109000,61.7
1631193110000,61.47
1631193111000,61.18
1631193112000,60.9
1631193113000,60.65
1631193114000,60.45
1631193115000,60.23
1631193116000,59.92
1631193117000,59.77
1631193118000,59.68
1631193119000,59.63
1631193120000,59.65
1631193121000,59.7
1631193122000,59.77
1631193123000,59.83
1631193124000,59.87
1631193125000,59.93
1631193126000,60.0
1631193127000,60.08
1631193128000,60.17
1631193129000,60.25
1631193130000,60.35
1631193131000,60.45
1631193132000,60.57
1631193133000,60.7
1631193134000,60.83
1631193135000,60.97
1631193136000,61.08
1631193137000,61.18
1631193138000,61.28
1631193139000,61.42
1631193140000,61.58
1631193141000,61.78
1631193142000,61.98
1631193143000,62.22
1631193144000,62.45
1631193145000,62.77
1631193146000,63.05
1631193147000,63.05
1631193148000,63.03
1631193149000,62.97
1631193150000,62.88
1631193151000,62.78
1631193152000,62.7
1631193153000,62.68
1631193154000,62.67
1631193155000,62.68
1631193156000,62.72
1631193157000,62.73
1631193158000,62.77
1631193159000,62.8
1631193160000,62.87
1631193161000,62.93
1631193162000,62.98
1631193163000,63.03
1631193164000,63.07
1631193165000,63.1
1631193166000,63.17
1631193167000,63.23
1631193168000,63.28
1631193169000,63.37
1631193170000,63.43
1631193171000,63.57
1631193172000,63.78
1631193173000,64.12
1631193174000,64.45
1631193175000,64.8
1631193176000,65.07
1631193177000,65.33
1631193178000,65.6
1631193179000,65.83
1631193180000,66.0
1631193181000,66.15
1631193182000,66.2
1631193183000,66.27
1631193184000,66.37
1631193185000,66.42
1631193186000,66.43
1631193187000,66.45
1631193188000,66.47
1631193189000,66.52
1631193190000,66.57
1631193191000,66.65
1631193192000,66.77
1631193193000,66.9
1631193194000,67.03
1631193195000,67.17
1631193196000,67.33
1631193197000,67.48
1631193198000,67.63
1631193199000,67.8
1631193200000,67.93
1631193201000,68.08
1631193202000,68.25
1631193203000,68.3
1631193204000,68.17
1631193205000,67.93
1631193206000,67.7
1631193207000,67.7
1631193208000,67.72
1631193209000,67.75
1631193210000,67.78
1631193211000,68.0
1631193212000,68.15
1631193213000,68.32
1631193214000,68.48
1631193215000,68.65
1631193216000,68.8
1631193217000,68.98
1631193218000,69.27
1631193219000,69.52
1631193220000,69.8
1631193221000,69.92
1631193222000,70.23
1631193223000,70.52
1631193224000,70.67
1631193225000,70.95
1631193226000,71.2
1631193227000,71.65
1631193228000,72.12
1631193229000,72.57
1631193230000,72.98
1631193231000,73.4
1631193232000,73.75
1631193233000,74.03
1631193234000,74.32
1631193235000,74.63
1631193236000,75.05
1631193237000,75.47
1631193238000,75.87
1631193239000,76.22
1631193240000,76.58
1631193241000,76.97
1631193242000,77.52
1631193243000,78.08
1631193244000,78.65
1631193245000,79.38
1631193246000,80.13
1631193247000,80.88
1631193248000,81.65
1631193249000,82.42
1631193250000,83.18
1631193251000,83.9
1631193252000,84.6
1631193253000,85.27
1631193254000,85.92
1631193255000,86.58
1631193256000,87.22
1631193257000,87.87
1631193258000,88.52
1631193259000,89.12
1631193260000,89.72
1631193261000,90.28
1631193262000,90.83
1631193263000,91.48
1631193264000,92.32
1631193265000,93.17
1631193266000,94.02
1631193267000,94.88
1631193268000,95.73
1631193269000,96.58
1631193270000,97.43
1631193271000,98.1
1631193272000,98.8
1631193273000,99.45
1631193274000,100.1
1631193275000,100.75
1631193276000,101.42
1631193277000,102.07
1631193278000,102.62
1631193279000,103.22
1631193280000,103.77
1631193281000,104.5
1631193282000,105.03
1631193283000,105.6
1631193284000,106.3
1631193285000,106.87
1631193286000,107.45
1631193287000,107.82
1631193288000,108.17
1631193289000,108.52
1631193290000,108.92
1631193291000,109.25
1631193292000,109.57
1631193293000,109.83
1631193294000,110.08
1631193295000,110.27
1631193296000,110.45
1631193297000,110.62
1631193298000,110.8
1631193299000,111.05
1631193300000,111.32
1631193301000,111.55
1631193302000,111.7
1631193303000,111.83
1631193304000,111.95
1631193305000,111.95
1631193306000,111.95
1631193307000,111.95
1631193308000,111.95
1631193309000,111.93
1631193310000,111.9
1631193311000,111.88
1631193312000,111.85
1631193313000,111.82
1631193314000,111.8
1631193315000,111.77
1631193316000,111.77
1631193317000,111.77
1631193318000,111.78
1631193319000,111.82
1631193320000,111.83
1631193321000,111.85
1631193322000,111.87
1631193323000,111.87
1631193324000,111.87
1631193325000,111.87
1631193326000,111.87
1631193327000,111.88
1631193328000,111.92
1631193329000,111.95
1631193330000,111.98
1631193331000,112.02
1631193332000,112.05
1631193333000,112.08
1631193334000,112.12
1631193335000,112.12
1631193336000,112.12
1631193337000,112.12
1631193338000,112.13
1631193339000,112.13
1631193340000,112.13
1631193341000,112.13
1631193342000,112.13
1631193343000,112.13
1631193344000,112.13
1631193345000,112.15
1631193346000,112.17
1631193347000,112.2
1631193348000,112.23
1631193349000,112.25
1631193350000,112.27
1631193351000,112.28
1631193352000,112.3
1631193353000,112.3
1631193354000,112.28
1631193355000,112.27
1631193356000,112.25
1631193357000,112.25
1631193358000,112.25
1631193359000,112.25
1631193360000,112.25
1631193361000,112.27
1631193362000,112.28
1631193363000,112.3
1631193364000,112.32
1631193365000,112.32
1631193366000,112.32
1631193367000,112.32
1631193368000,112.33
1631193369000,112.35
1631193370000,112.4
1631193371000,112.45
1631193372000,112.48
1631193373000,112.5
1631193374000,112.5
1631193375000,112.5
1631193376000,112.47
1631193377000,112.43
1631193378000,112.4
1631193379000,112.37
1631193380000,112.35
1631193381000,112.33
1631193382000,112.32
1631193383000,112.32
1631193384000,112.32
1631193385000,112.32
1631193386000,112.32
1631193387000,112.3
1631193388000,112.3
1631193389000,112.28
1631193390000,112.28
1631193391000,112.28
1631193392000,112.27
1631193393000,112.27
1631193394000,112.27
1631193395000,112.27
1631193396000,112.27
1631193397000,112.27
1631193398000,112.23
1631193399000,112.2
1631193400000,112.17
1631193401000,112.12
1631193402000,112.05
1631193403000,111.98
1631193404000,111.95
1631193405000,111.93
1631193406000,111.9
1631193407000,111.87
1631193408000,111.9
1631193409000,112.0
1631193410000,112.27
1631193411000,112.57
1631193412000,112.87
1631193413000,113.22
1631193414000,113.53
1631193415000,113.83
1631193416000,114.05
1631193417000,114.28
1631193418000,114.52
1631193419000,114.68
1631193420000,114.82
1631193421000,114.97
1631193422000,115.15
1631193423000,115.33
1631193424000,115.5
1631193425000,115.65
1631193426000,115.9
1631193427000,116.12
1631193428000,116.03
1631193429000,115.95
1631193430000,115.83
1631193431000,115.68
1631193432000,115.57
1631193433000,115.47
1631193434000,115.45
1631193435000,115.42
1631193436000,115.4
1631193437000,115.43
1631193438000,115.45
1631193439000,115.47
1631193440000,115.47
1631193441000,115.43
1631193442000,115.42
1631193443000,115.42
1631193444000,114.53
1631193445000,113.65
