timestamp,bvp
1631023450734,-0.39
1631023450750,-1.06
1631023450765,-1.52
1631023450781,-1.67
1631023450796,-1.49
1631023450812,-1.13
1631023450828,-0.86
1631023450843,-0.95
1631023450859,-1.57
1631023450875,-2.73
1631023450890,-4.3
1631023450906,-6.07
1631023450921,-7.82
1631023450937,-9.35
1631023450953,-10.44
1631023450968,-10.88
1631023450984,-10.48
1631023451000,-9.15
1631023451015,-6.98
1631023451031,-4.29
1631023451046,-1.51
1631023451062,0.91
1631023451078,2.65
1631023451093,3.57
1631023451109,3.79
1631023451125,3.57
1631023451140,3.22
1631023451156,3.01
1631023451171,3.05
1631023451187,3.3
1631023451203,3.6
1631023451218,3.81
1631023451234,3.81
1631023451250,3.64
1631023451265,3.38
1631023451281,3.13
1631023451296,2.95
1631023451312,2.8
1631023451328,2.63
1631023451343,2.41
1631023451359,2.18
1631023451375,1.99
1631023451390,1.91
1631023451406,1.87
1631023451421,1.79
1631023451437,1.55
1631023451453,1.14
1631023451468,0.66
1631023451484,0.29
1631023451500,0.19
1631023451515,0.39
1631023451531,0.75
1631023451546,1.09
1631023451562,1.23
1631023451578,1.1
1631023451593,0.77
1631023451609,0.35
1631023451625,-0.09
1631023451640,-0.54
1631023451656,-1.08
1631023451671,-1.78
1631023451687,-2.69
1631023451703,-3.78
1631023451718,-4.99
1631023451734,-6.21
1631023451750,-7.31
1631023451765,-8.13
1631023451781,-8.51
1631023451796,-8.37
1631023451812,-7.68
1631023451828,-6.54
1631023451843,-5.12
1631023451859,-3.58
1631023451875,-2.06
1631023451890,-0.67
1631023451906,0.48
1631023451921,1.32
1631023451937,1.81
1631023451953,2.0
1631023451968,2.02
1631023451984,2.01
1631023452000,2.13
1631023452015,2.42
1631023452031,2.85
1631023452046,3.37
1631023452062,3.88
1631023452078,4.3
1631023452093,4.55
1631023452109,4.55
1631023452125,4.28
1631023452140,3.77
1631023452156,3.11
1631023452171,2.41
1631023452187,1.76
1631023452203,1.22
1631023452218,0.77
1631023452234,0.4
1631023452250,0.12
1631023452265,-0.05
1631023452281,-0.07
1631023452296,0.04
1631023452312,0.23
1631023452328,0.46
1631023452343,0.68
1631023452359,0.88
1631023452375,1.1
1631023452390,1.3
1631023452406,1.46
1631023452421,1.5
1631023452437,1.35
1631023452453,0.96
1631023452468,0.37
1631023452484,-0.37
1631023452500,-1.16
1631023452515,-1.95
1631023452531,-2.68
1631023452546,-3.36
1631023452562,-4.03
1631023452578,-4.74
1631023452593,-5.55
1631023452609,-6.43
1631023452625,-7.3
1631023452640,-8.0
1631023452656,-8.32
1631023452671,-8.1
1631023452687,-7.24
1631023452703,-5.75
1631023452718,-3.8
1631023452734,-1.62
1631023452750,0.48
1631023452765,2.23
1631023452781,3.46
1631023452796,4.23
1631023452812,4.75
1631023452828,5.31
1631023452843,6.15
1631023452859,7.26
1631023452875,8.42
1631023452890,9.24
1631023452906,9.41
1631023452921,8.89
1631023452937,7.98
1631023452953,7.2
1631023452968,7.06
1631023452984,7.85
1631023453000,9.45
1631023453015,11.49
1631023453031,13.45
1631023453046,14.88
1631023453062,15.49
1631023453078,15.18
1631023453093,13.93
1631023453109,11.94
1631023453125,9.63
1631023453140,7.62
1631023453156,6.57
1631023453171,6.76
1631023453187,7.88
1631023453203,9.02
1631023453218,9.11
1631023453234,7.55
1631023453250,4.72
1631023453265,1.97
1631023453281,1.06
1631023453296,3.24
1631023453312,8.58
1631023453328,15.82
1631023453343,22.94
1631023453359,28.01
1631023453375,30.02
1631023453390,29.12
1631023453406,26.41
1631023453421,23.27
1631023453437,20.73
1631023453453,19.19
1631023453468,18.41
1631023453484,17.92
1631023453500,17.31
1631023453515,16.48
1631023453531,15.53
1631023453546,14.55
1631023453562,13.48
1631023453578,12.12
1631023453593,10.33
1631023453609,8.17
1631023453625,5.87
1631023453640,3.56
1631023453656,0.98
1631023453671,-2.63
1631023453687,-8.16
1631023453703,-16.04
1631023453718,-25.48
1631023453734,-34.35
1631023453750,-39.78
1631023453765,-39.29
1631023453781,-32.05
1631023453796,-19.41
1631023453812,-4.55
1631023453828,8.82
1631023453843,17.87
1631023453859,21.6
1631023453875,20.91
1631023453890,17.74
1631023453906,14.03
1631023453921,11.01
1631023453937,9.03
1631023453953,7.74
1631023453968,6.29
1631023453984,3.28
1631023454000,-3.13
1631023454015,-14.81
1631023454031,-32.69
1631023454046,-55.83
1631023454062,-81.02
1631023454078,-103.5
1631023454093,-118.58
1631023454109,-123.31
1631023454125,-117.37
1631023454140,-102.72
1631023454156,-82.35
1631023454171,-58.99
1631023454187,-34.52
1631023454203,-10.25
1631023454218,12.47
1631023454234,31.85
1631023454250,45.97
1631023454265,53.58
1631023454281,54.73
1631023454296,50.86
1631023454312,44.2
1631023454328,36.88
1631023454343,30.15
1631023454359,24.2
1631023454375,18.51
1631023454390,12.43
1631023454406,5.75
1631023454421,-1.21
1631023454437,-7.68
1631023454453,-12.91
1631023454468,-16.4
1631023454484,-18.17
1631023454500,-18.62
1631023454515,-18.34
1631023454531,-17.88
1631023454546,-17.49
1631023454562,-17.14
1631023454578,-16.53
1631023454593,-15.31
1631023454609,-13.25
1631023454625,-10.37
1631023454640,-6.99
1631023454656,-3.63
1631023454671,-0.81
1631023454687,1.04
1631023454703,1.76
1631023454718,1.44
1631023454734,0.33
1631023454750,-1.26
1631023454765,-3.07
1631023454781,-4.93
1631023454796,-6.78
1631023454812,-8.59
1631023454828,-10.33
1631023454843,-11.91
1631023454859,-13.19
1631023454875,-14.05
1631023454890,-14.4
1631023454906,-14.21
1631023454921,-13.55
1631023454937,-12.52
1631023454953,-11.24
1631023454968,-9.84
1631023454984,-8.51
1631023455000,-7.47
1631023455015,-6.91
1631023455031,-6.92
1631023455046,-7.4
1631023455062,-8.01
1631023455078,-8.28
1631023455093,-7.83
1631023455109,-6.49
1631023455125,-4.45
1631023455140,-2.13
1631023455156,-0.05
1631023455171,1.41
1631023455187,2.12
1631023455203,2.23
1631023455218,2.08
1631023455234,2.01
1631023455250,2.31
1631023455265,3.05
1631023455281,4.16
1631023455296,5.44
1631023455312,6.69
1631023455328,7.83
1631023455343,8.91
1631023455359,10.14
1631023455375,11.76
1631023455390,13.91
1631023455406,16.54
1631023455421,19.43
1631023455437,22.17
1631023455453,24.38
1631023455468,25.69
1631023455484,25.89
1631023455500,24.92
1631023455515,22.92
1631023455531,20.22
1631023455546,17.27
1631023455562,14.57
1631023455578,12.46
1631023455593,11.11
1631023455609,10.46
1631023455625,10.27
1631023455640,10.27
1631023455656,10.19
1631023455671,9.81
1631023455687,9.0
1631023455703,7.71
1631023455718,5.98
1631023455734,3.97
1631023455750,1.93
1631023455765,0.14
1631023455781,-1.2
1631023455796,-2.01
1631023455812,-2.39
1631023455828,-2.56
1631023455843,-2.81
1631023455859,-3.38
1631023455875,-4.39
1631023455890,-5.78
1631023455906,-7.39
1631023455921,-9.01
1631023455937,-10.42
1631023455953,-11.5
1631023455968,-12.2
1631023455984,-12.49
1631023456000,-12.37
1631023456015,-11.79
1631023456031,-10.7
1631023456046,-9.12
1631023456062,-7.18
1631023456078,-5.11
1631023456093,-3.18
1631023456109,-1.63
1631023456125,-0.56
1631023456140,0.06
1631023456156,0.35
1631023456171,0.44
1631023456187,0.43
1631023456203,0.33
1631023456218,0.14
1631023456234,-0.19
1631023456250,-0.62
1631023456265,-1.11
1631023456281,-1.54
1631023456296,-1.8
1631023456312,-1.78
1631023456328,-1.42
1631023456343,-0.73
1631023456359,0.18
1631023456375,1.14
1631023456390,1.91
1631023456406,2.26
1631023456421,1.99
1631023456437,0.96
1631023456453,-0.81
1631023456468,-3.14
1631023456484,-5.65
1631023456500,-7.8
1631023456515,-9.03
1631023456531,-8.93
1631023456546,-7.4
1631023456562,-4.76
1631023456578,-1.56
1631023456593,1.54
1631023456609,4.09
1631023456625,5.91
1631023456640,7.08
1631023456656,7.79
1631023456671,8.18
1631023456687,8.32
1631023456703,8.2
1631023456718,7.83
1631023456734,7.28
1631023456750,6.63
1631023456765,5.94
1631023456781,5.2
1631023456796,4.41
1631023456812,3.57
1631023456828,2.78
1631023456843,2.19
1631023456859,1.95
1631023456875,2.09
1631023456890,2.56
1631023456906,3.23
1631023456921,4.01
1631023456937,4.88
1631023456953,5.83
1631023456968,6.87
1631023456984,7.86
1631023457000,8.63
1631023457015,8.95
1631023457031,8.71
1631023457046,7.97
1631023457062,6.97
1631023457078,6.03
1631023457093,5.45
1631023457109,5.35
1631023457125,5.64
1631023457140,6.05
1631023457156,6.26
1631023457171,6.03
1631023457187,5.25
1631023457203,4.05
1631023457218,2.68
1631023457234,1.41
1631023457250,0.41
1631023457265,-0.32
1631023457281,-0.94
1631023457296,-1.63
1631023457312,-2.46
1631023457328,-3.29
1631023457343,-3.88
1631023457359,-3.99
1631023457375,-3.56
1631023457390,-2.75
1631023457406,-1.88
1631023457421,-1.24
1631023457437,-0.94
1631023457453,-0.86
1631023457468,-0.76
1631023457484,-0.43
1631023457500,0.16
1631023457515,0.84
1631023457531,1.36
1631023457546,1.54
1631023457562,1.35
1631023457578,0.92
1631023457593,0.48
1631023457609,0.18
1631023457625,0.06
1631023457640,0.06
1631023457656,0.04
1631023457671,-0.11
1631023457687,-0.41
1631023457703,-0.79
1631023457718,-1.08
1631023457734,-1.12
1631023457750,-0.87
1631023457765,-0.41
1631023457781,0.09
1631023457796,0.45
1631023457812,0.55
1631023457828,0.46
1631023457843,0.35
1631023457859,0.4
1631023457875,0.72
1631023457890,1.31
1631023457906,2.05
1631023457921,2.85
1631023457937,3.62
1631023457953,4.39
1631023457968,5.16
1631023457984,5.91
1631023458000,6.51
1631023458015,6.83
1631023458031,6.73
1631023458046,6.2
1631023458062,5.3
1631023458078,4.19
1631023458093,3.06
1631023458109,2.01
1631023458125,1.08
1631023458140,0.22
1631023458156,-0.71
1631023458171,-1.83
1631023458187,-3.21
1631023458203,-4.83
1631023458218,-6.52
1631023458234,-8.03
1631023458250,-9.05
1631023458265,-9.32
1631023458281,-8.73
1631023458296,-7.32
1631023458312,-5.34
1631023458328,-3.1
1631023458343,-0.92
1631023458359,0.93
1631023458375,2.3
1631023458390,3.16
1631023458406,3.59
1631023458421,3.77
1631023458437,3.88
1631023458453,4.06
1631023458468,4.35
1631023458484,4.66
