timestamp,bvp
1630934667000,-0.0
1630934667015,-0.0
1630934667031,-0.0
1630934667046,-0.0
1630934667062,-0.0
1630934667078,-0.0
1630934667093,-0.0
1630934667109,-0.0
1630934667125,-0.0
1630934667140,-0.0
1630934667156,0.0
1630934667171,0.01
1630934667187,0.01
1630934667203,-0.0
1630934667218,-0.03
1630934667234,-0.05
1630934667250,-0.05
1630934667265,0.0
1630934667281,0.13
1630934667296,0.36
1630934667312,0.66
1630934667328,1.01
1630934667343,1.37
1630934667359,1.72
1630934667375,2.06
1630934667390,2.4
1630934667406,2.79
1630934667421,3.24
1630934667437,3.8
1630934667453,4.42
1630934667468,5.06
1630934667484,5.66
1630934667500,6.2
1630934667515,6.68
1630934667531,7.15
1630934667546,7.68
1630934667562,8.31
1630934667578,9.14
1630934667593,10.09
1630934667609,11.04
1630934667625,11.88
1630934667640,12.56
1630934667656,13.14
1630934667671,13.76
1630934667687,14.65
1630934667703,15.96
1630934667718,17.91
1630934667734,20.32
1630934667750,22.9
1630934667765,25.38
1630934667781,27.58
1630934667796,29.57
1630934667812,31.68
1630934667828,34.32
1630934667843,37.81
1630934667859,42.54
1630934667875,48.15
1630934667890,54.1
1630934667906,59.83
1630934667921,64.97
1630934667937,69.58
1630934667953,74.14
1630934667968,79.34
1630934667984,85.71
1630934668000,93.76
1630934668015,103.0
1630934668031,112.62
1630934668046,121.73
1630934668062,129.77
1630934668078,136.75
1630934668093,143.3
1630934668109,150.75
1630934668125,157.77
1630934668140,166.64
1630934668156,177.95
1630934668171,191.79
1630934668187,206.97
1630934668203,220.57
1630934668218,228.24
1630934668234,225.36
1630934668250,208.53
1630934668265,176.87
1630934668281,132.78
1630934668296,80.09
1630934668312,23.11
1630934668328,-34.93
1630934668343,-92.49
1630934668359,-149.32
1630934668375,-205.52
1630934668390,-260.78
1630934668406,-314.24
1630934668421,-364.41
1630934668437,-410.37
1630934668453,-451.43
1630934668468,-487.02
1630934668484,-516.3
1630934668500,-537.88
1630934668515,-549.99
1630934668531,-550.84
1630934668546,-539.31
1630934668562,-515.15
