timestamp,hr
1630934677000,78.0
1630934678000,77.5
1630934679000,77.0
1630934680000,77.0
1630934681000,78.0
1630934682000,78.83
1630934683000,79.43
1630934684000,79.88
1630934685000,80.33
1630934686000,80.7
1630934687000,81.09
1630934688000,81.42
1630934689000,81.69
1630934690000,81.79
1630934691000,81.87
1630934692000,81.94
1630934693000,81.94
1630934694000,81.89
1630934695000,81.79
1630934696000,81.65
1630934697000,81.52
1630934698000,81.32
1630934699000,81.09
1630934700000,80.88
1630934701000,80.64
1630934702000,80.38
1630934703000,80.11
1630934704000,79.82
1630934705000,79.52
1630934706000,79.23
1630934707000,78.94
1630934708000,78.66
1630934709000,78.39
1630934710000,78.12
1630934711000,77.83
1630934712000,77.56
1630934713000,77.3
1630934714000,77.08
1630934715000,76.87
1630934716000,76.7
1630934717000,76.51
1630934718000,76.33
1630934719000,76.16
1630934720000,76.0
1630934721000,75.84
1630934722000,75.67
1630934723000,75.51
1630934724000,75.35
1630934725000,75.2
1630934726000,75.06
1630934727000,74.92
1630934728000,74.81
1630934729000,74.7
1630934730000,74.59
1630934731000,74.51
1630934732000,74.43
1630934733000,74.35
1630934734000,74.28
1630934735000,74.2
1630934736000,74.13
1630934737000,74.02
1630934738000,73.92
1630934739000,73.83
1630934740000,73.75
1630934741000,73.6
1630934742000,73.43
1630934743000,73.27
1630934744000,73.12
1630934745000,72.97
1630934746000,72.83
1630934747000,72.72
1630934748000,72.62
1630934749000,72.57
1630934750000,72.55
1630934751000,72.53
1630934752000,72.5
1630934753000,72.47
1630934754000,72.45
1630934755000,72.43
1630934756000,72.42
1630934757000,72.37
1630934758000,72.32
1630934759000,72.28
1630934760000,72.27
1630934761000,72.28
1630934762000,72.35
1630934763000,72.45
1630934764000,72.55
1630934765000,72.67
1630934766000,72.77
1630934767000,72.88
1630934768000,72.98
1630934769000,73.1
1630934770000,73.22
1630934771000,73.35
1630934772000,73.45
1630934773000,73.53
1630934774000,73.6
1630934775000,73.65
1630934776000,73.68
1630934777000,73.73
1630934778000,73.77
1630934779000,73.78
1630934780000,73.78
1630934781000,73.78
1630934782000,73.8
1630934783000,73.83
1630934784000,73.88
1630934785000,73.95
1630934786000,74.03
1630934787000,74.12
1630934788000,74.17
1630934789000,74.22
1630934790000,74.27
1630934791000,74.3
1630934792000,74.32
1630934793000,74.33
1630934794000,74.33
1630934795000,74.32
1630934796000,74.3
1630934797000,74.27
1630934798000,74.23
1630934799000,74.18
1630934800000,74.12
1630934801000,74.03
1630934802000,73.97
1630934803000,73.93
1630934804000,73.88
1630934805000,73.83
1630934806000,73.78
1630934807000,73.72
1630934808000,73.65
1630934809000,73.55
1630934810000,73.47
1630934811000,73.38
1630934812000,73.32
1630934813000,73.27
1630934814000,73.2
1630934815000,73.13
1630934816000,73.1
1630934817000,73.1
1630934818000,73.13
1630934819000,73.15
1630934820000,73.15
1630934821000,73.1
1630934822000,73.02
1630934823000,72.9
1630934824000,72.8
1630934825000,72.68
1630934826000,72.57
1630934827000,72.43
1630934828000,72.33
1630934829000,72.22
1630934830000,72.13
1630934831000,72.05
1630934832000,72.0
1630934833000,71.93
1630934834000,71.83
1630934835000,71.75
1630934836000,71.65
1630934837000,71.53
1630934838000,71.47
1630934839000,71.43
1630934840000,71.53
1630934841000,71.63
1630934842000,71.73
1630934843000,71.82
1630934844000,71.88
1630934845000,71.93
1630934846000,71.97
1630934847000,72.0
1630934848000,72.05
1630934849000,72.1
1630934850000,72.13
1630934851000,72.17
1630934852000,72.22
1630934853000,72.27
1630934854000,72.32
1630934855000,72.35
1630934856000,72.38
1630934857000,72.42
1630934858000,72.45
1630934859000,72.5
1630934860000,72.57
1630934861000,72.63
1630934862000,72.72
1630934863000,72.78
1630934864000,72.85
1630934865000,72.9
1630934866000,72.95
1630934867000,72.98
1630934868000,73.0
1630934869000,72.98
1630934870000,72.95
1630934871000,72.92
1630934872000,72.87
1630934873000,72.8
1630934874000,72.75
1630934875000,72.72
1630934876000,72.67
1630934877000,72.6
1630934878000,72.53
1630934879000,72.48
1630934880000,72.43
1630934881000,72.4
1630934882000,72.35
1630934883000,72.32
1630934884000,72.27
1630934885000,72.23
1630934886000,72.22
1630934887000,72.22
1630934888000,72.2
1630934889000,72.18
1630934890000,72.15
1630934891000,72.12
1630934892000,72.08
1630934893000,72.08
1630934894000,72.12
1630934895000,72.17
1630934896000,72.23
1630934897000,72.32
1630934898000,72.37
