timestamp,hr
1630573699000,72.78
1630573700000,72.65
1630573701000,72.5
1630573702000,72.33
1630573703000,72.12
1630573704000,71.87
1630573705000,71.6
1630573706000,71.25
1630573707000,70.92
1630573708000,70.57
1630573709000,70.18
1630573710000,69.82
1630573711000,69.48
1630573712000,69.15
1630573713000,68.8
1630573714000,68.45
1630573715000,68.07
1630573716000,67.7
1630573717000,67.37
1630573718000,67.18
1630573719000,67.0
1630573720000,66.8
1630573721000,66.55
1630573722000,66.28
1630573723000,66.05
1630573724000,65.82
1630573725000,65.58
1630573726000,65.37
1630573727000,65.22
1630573728000,65.0
1630573729000,64.83
1630573730000,64.67
1630573731000,64.52
1630573732000,64.38
1630573733000,64.23
1630573734000,64.07
1630573735000,63.93
1630573736000,63.82
1630573737000,63.73
1630573738000,63.63
1630573739000,63.55
1630573740000,63.48
1630573741000,63.43
1630573742000,63.43
1630573743000,63.4
1630573744000,63.2
1630573745000,62.97
1630573746000,62.77
1630573747000,62.67
1630573748000,62.53
1630573749000,62.4
1630573750000,62.27
1630573751000,62.12
1630573752000,61.98
1630573753000,61.63
1630573754000,61.25
1630573755000,60.9
1630573756000,60.52
1630573757000,60.25
1630573758000,59.92
1630573759000,59.85
1630573760000,59.78
1630573761000,59.73
1630573762000,59.7
1630573763000,59.67
1630573764000,59.63
1630573765000,59.6
1630573766000,59.58
1630573767000,59.57
1630573768000,59.55
1630573769000,59.55
1630573770000,59.55
1630573771000,59.55
1630573772000,59.55
1630573773000,59.55
1630573774000,59.55
1630573775000,59.55
1630573776000,59.55
1630573777000,59.57
1630573778000,59.58
1630573779000,59.6
1630573780000,59.63
1630573781000,59.67
1630573782000,59.73
1630573783000,59.78
1630573784000,59.83
1630573785000,59.87
1630573786000,59.9
1630573787000,59.93
1630573788000,59.98
1630573789000,60.0
1630573790000,60.02
1630573791000,60.02
1630573792000,60.03
1630573793000,60.05
1630573794000,60.08
1630573795000,60.1
1630573796000,60.1
1630573797000,60.12
1630573798000,60.12
1630573799000,60.12
1630573800000,60.12
1630573801000,60.1
1630573802000,60.1
1630573803000,60.22
1630573804000,60.35
1630573805000,60.5
1630573806000,60.85
1630573807000,61.28
1630573808000,61.75
1630573809000,62.18
1630573810000,62.62
1630573811000,63.05
1630573812000,63.48
1630573813000,63.77
1630573814000,64.15
1630573815000,64.5
1630573816000,64.83
1630573817000,65.18
1630573818000,65.53
1630573819000,65.83
1630573820000,66.17
1630573821000,66.48
1630573822000,66.75
1630573823000,67.07
1630573824000,67.37
1630573825000,67.65
1630573826000,67.9
1630573827000,68.2
1630573828000,68.48
1630573829000,68.7
1630573830000,68.92
1630573831000,69.13
1630573832000,69.32
1630573833000,69.38
1630573834000,69.47
1630573835000,69.53
1630573836000,69.62
1630573837000,69.67
1630573838000,69.72
1630573839000,69.77
1630573840000,69.78
1630573841000,69.73
1630573842000,69.67
1630573843000,69.6
1630573844000,69.53
1630573845000,69.48
1630573846000,69.42
1630573847000,69.37
1630573848000,69.3
1630573849000,69.25
1630573850000,69.2
1630573851000,69.18
1630573852000,69.17
1630573853000,69.17
1630573854000,69.15
1630573855000,69.13
1630573856000,69.13
1630573857000,69.15
1630573858000,69.15
1630573859000,69.17
1630573860000,69.17
1630573861000,69.17
1630573862000,69.15
1630573863000,69.02
1630573864000,68.88
1630573865000,68.72
1630573866000,68.35
1630573867000,67.88
1630573868000,67.42
1630573869000,67.0
1630573870000,66.58
1630573871000,66.15
1630573872000,65.72
1630573873000,65.43
1630573874000,65.07
1630573875000,64.72
1630573876000,64.37
1630573877000,64.0
1630573878000,63.63
1630573879000,63.32
1630573880000,62.98
1630573881000,62.65
1630573882000,62.38
1630573883000,62.07
1630573884000,61.78
1630573885000,61.53
1630573886000,61.28
1630573887000,61.12
1630573888000,60.97
1630573889000,60.87
1630573890000,60.77
1630573891000,60.65
1630573892000,60.47
1630573893000,60.42
1630573894000,60.33
1630573895000,60.25
1630573896000,60.13
1630573897000,60.03
1630573898000,60.25
1630573899000,60.52
1630573900000,60.83
1630573901000,61.28
1630573902000,61.8
1630573903000,62.32
1630573904000,62.83
1630573905000,63.33
1630573906000,63.87
1630573907000,64.38
1630573908000,64.92
1630573909000,65.4
1630573910000,65.93
1630573911000,66.4
1630573912000,66.92
1630573913000,67.47
1630573914000,67.8
1630573915000,67.8
1630573916000,67.8
1630573917000,67.77
1630573918000,67.75
1630573919000,67.73
1630573920000,67.72
1630573921000,67.7
1630573922000,67.68
1630573923000,67.67
1630573924000,67.63
1630573925000,67.62
1630573926000,67.6
1630573927000,67.6
1630573928000,67.58
1630573929000,67.55
1630573930000,67.52
1630573931000,67.5
1630573932000,67.5
1630573933000,67.52
1630573934000,67.53
1630573935000,67.55
1630573936000,67.58
1630573937000,67.62
1630573938000,67.65
1630573939000,67.68
1630573940000,67.7
1630573941000,67.72
1630573942000,67.72
1630573943000,67.72
1630573944000,67.7
1630573945000,67.67
1630573946000,67.67
1630573947000,67.53
1630573948000,67.4
1630573949000,67.28
1630573950000,67.17
1630573951000,67.07
1630573952000,67.07
1630573953000,67.05
1630573954000,67.05
1630573955000,67.07
1630573956000,67.1
1630573957000,67.13
1630573958000,66.85
1630573959000,66.52
1630573960000,66.17
1630573961000,65.75
1630573962000,65.25
1630573963000,64.75
1630573964000,64.25
1630573965000,63.77
1630573966000,63.27
1630573967000,62.75
1630573968000,62.23
1630573969000,61.77
1630573970000,61.25
1630573971000,60.77
1630573972000,60.23
1630573973000,59.65
1630573974000,59.3
1630573975000,59.28
1630573976000,59.27
1630573977000,59.27
1630573978000,59.28
1630573979000,59.28
1630573980000,59.35
1630573981000,59.45
1630573982000,59.58
1630573983000,59.62
1630573984000,59.67
1630573985000,59.73
1630573986000,59.78
1630573987000,59.82
1630573988000,59.83
1630573989000,59.83
1630573990000,59.98
1630573991000,60.12
1630573992000,60.28
1630573993000,60.47
1630573994000,60.77
1630573995000,61.07
1630573996000,61.45
1630573997000,61.9
1630573998000,62.42
1630573999000,62.87
1630574000000,63.28
1630574001000,63.28
1630574002000,63.28
1630574003000,63.28
1630574004000,63.28
1630574005000,63.28
1630574006000,63.28
1630574007000,63.27
1630574008000,63.25
1630574009000,63.23
1630574010000,63.22
1630574011000,63.2
1630574012000,63.18
1630574013000,63.17
1630574014000,63.18
1630574015000,63.35
1630574016000,63.53
1630574017000,63.72
1630574018000,64.18
1630574019000,64.7
1630574020000,65.23
1630574021000,65.73
1630574022000,66.23
1630574023000,66.75
1630574024000,67.25
1630574025000,67.73
1630574026000,68.2
1630574027000,68.72
1630574028000,69.22
1630574029000,69.65
1630574030000,70.13
1630574031000,70.65
1630574032000,71.1
1630574033000,71.63
1630574034000,72.17
1630574035000,72.77
1630574036000,73.38
1630574037000,73.97
1630574038000,74.55
1630574039000,75.12
1630574040000,75.93
1630574041000,76.75
