timestamp,bvp
1629456577000,1.38
1629456577015,1.79
1629456577031,2.03
1629456577046,2.08
1629456577062,1.97
1629456577078,1.79
1629456577093,1.63
1629456577109,1.61
1629456577125,1.77
1629456577140,2.16
1629456577156,2.75
1629456577171,3.45
1629456577187,4.1
1629456577203,4.53
1629456577218,4.61
1629456577234,4.3
1629456577250,3.73
1629456577265,3.08
1629456577281,2.56
1629456577296,2.28
1629456577312,2.22
1629456577328,2.28
1629456577343,2.33
1629456577359,2.28
1629456577375,2.07
1629456577390,1.7
1629456577406,1.2
1629456577421,0.61
1629456577437,-0.04
1629456577453,-0.68
1629456577468,-1.22
1629456577484,-1.62
1629456577500,-1.86
1629456577515,-1.97
1629456577531,-1.98
1629456577546,-1.91
1629456577562,-1.81
1629456577578,-1.74
1629456577593,-1.84
1629456577609,-2.27
1629456577625,-3.17
1629456577640,-4.53
1629456577656,-6.16
1629456577671,-7.69
1629456577687,-8.67
1629456577703,-8.73
1629456577718,-7.73
1629456577734,-5.87
1629456577750,-3.64
1629456577765,-1.7
1629456577781,-0.63
1629456577796,-0.66
1629456577812,-1.59
1629456577828,-2.79
1629456577843,-3.52
1629456577859,-3.25
1629456577875,-1.97
1629456577890,-0.17
1629456577906,1.31
1629456577921,1.74
1629456577937,0.83
1629456577953,-1.05
1629456577968,-3.04
1629456577984,-4.12
1629456578000,-3.62
1629456578015,-1.42
1629456578031,1.88
1629456578046,5.2
1629456578062,7.24
1629456578078,6.79
1629456578093,3.07
1629456578109,-3.89
1629456578125,-12.85
1629456578140,-21.27
1629456578156,-25.64
1629456578171,-22.38
1629456578187,-9.22
1629456578203,13.69
1629456578218,43.36
1629456578234,74.78
1629456578250,102.45
1629456578265,122.15
1629456578281,132.04
1629456578296,132.68
1629456578312,126.18
1629456578328,115.06
1629456578343,101.47
1629456578359,87.02
1629456578375,73.07
1629456578390,60.89
1629456578406,51.63
1629456578421,45.82
1629456578437,43.05
1629456578453,41.95
1629456578468,40.67
1629456578484,37.64
1629456578500,32.3
1629456578515,25.27
1629456578531,18.04
1629456578546,12.32
1629456578562,9.26
1629456578578,9.1
1629456578593,11.19
1629456578609,14.39
1629456578625,17.61
1629456578640,20.28
1629456578656,22.51
1629456578671,24.98
1629456578687,28.58
1629456578703,33.97
1629456578718,41.02
1629456578734,48.68
1629456578750,54.94
1629456578765,57.39
1629456578781,54.07
1629456578796,44.39
1629456578812,29.75
1629456578828,13.48
1629456578843,-0.14
1629456578859,-7.38
1629456578875,-6.39
1629456578890,2.18
1629456578906,15.53
1629456578921,29.94
1629456578937,41.99
1629456578953,49.44
1629456578968,51.37
1629456578984,47.82
1629456579000,39.21
1629456579015,26.14
1629456579031,9.4
1629456579046,-9.78
1629456579062,-29.78
1629456579078,-48.8
1629456579093,-65.31
1629456579109,-78.37
1629456579125,-87.71
1629456579140,-93.61
1629456579156,-96.58
1629456579171,-97.2
1629456579187,-96.05
1629456579203,-93.65
1629456579218,-90.41
1629456579234,-86.54
1629456579250,-82.02
1629456579265,-76.73
1629456579281,-70.61
1629456579296,-63.93
1629456579312,-57.29
1629456579328,-51.43
1629456579343,-46.88
1629456579359,-43.68
1629456579375,-41.35
1629456579390,-39.16
1629456579406,-36.47
1629456579421,-33.08
1629456579437,-29.29
1629456579453,-25.67
1629456579468,-22.79
1629456579484,-20.88
1629456579500,-19.72
1629456579515,-18.8
1629456579531,-17.52
1629456579546,-15.52
1629456579562,-12.85
1629456579578,-9.91
1629456579593,-7.23
1629456579609,-5.19
1629456579625,-3.9
1629456579640,-3.15
1629456579656,-2.64
1629456579671,-2.13
1629456579687,-1.57
1629456579703,-1.08
1629456579718,-0.8
1629456579734,-0.78
1629456579750,-0.98
1629456579765,-1.31
1629456579781,-1.74
1629456579796,-2.33
1629456579812,-3.22
1629456579828,-4.48
1629456579843,-6.15
1629456579859,-8.1
1629456579875,-10.23
1629456579890,-12.46
1629456579906,-14.87
1629456579921,-17.65
1629456579937,-21.04
1629456579953,-25.11
1629456579968,-29.66
1629456579984,-34.18
1629456580000,-37.96
1629456580015,-40.33
1629456580031,-40.91
1629456580046,-39.71
1629456580062,-37.06
1629456580078,-33.41
1629456580093,-29.16
1629456580109,-24.51
1629456580125,-19.53
1629456580140,-14.24
1629456580156,-8.74
1629456580171,-3.22
1629456580187,2.16
1629456580203,7.25
1629456580218,12.03
1629456580234,16.49
1629456580250,20.53
1629456580265,23.96
1629456580281,26.51
1629456580296,27.98
1629456580312,28.35
1629456580328,27.86
1629456580343,26.86
1629456580359,25.66
1629456580375,24.37
1629456580390,22.77
1629456580406,20.48
1629456580421,17.06
1629456580437,12.31
1629456580453,6.41
1629456580468,-0.03
1629456580484,-6.06
1629456580500,-10.72
1629456580515,-13.38
1629456580531,-14.0
1629456580546,-13.21
1629456580562,-12.05
1629456580578,-11.46
1629456580593,-11.9
1629456580609,-13.17
1629456580625,-14.64
1629456580640,-15.72
1629456580656,-16.29
1629456580671,-16.77
1629456580687,-17.76
1629456580703,-19.62
1629456580718,-22.12
1629456580734,-24.61
1629456580750,-26.38
1629456580765,-27.09
1629456580781,-26.95
1629456580796,-26.49
1629456580812,-26.17
1629456580828,-26.05
1629456580843,-25.78
1629456580859,-24.89
1629456580875,-23.13
1629456580890,-20.71
1629456580906,-18.24
1629456580921,-16.49
1629456580937,-16.04
1629456580953,-16.99
1629456580968,-18.99
1629456580984,-21.34
1629456581000,-23.34
1629456581015,-24.57
1629456581031,-25.08
1629456581046,-25.31
1629456581062,-25.85
1629456581078,-27.06
1629456581093,-28.93
1629456581109,-31.04
1629456581125,-32.84
1629456581140,-33.94
1629456581156,-34.29
1629456581171,-34.13
1629456581187,-33.77
1629456581203,-33.39
1629456581218,-32.89
1629456581234,-32.0
1629456581250,-30.37
1629456581265,-27.85
1629456581281,-24.49
1629456581296,-20.56
1629456581312,-16.49
1629456581328,-12.68
1629456581343,-9.46
1629456581359,-6.96
1629456581375,-5.14
1629456581390,-3.78
1629456581406,-2.61
1629456581421,-1.38
1629456581437,0.0
1629456581453,1.52
1629456581468,3.06
1629456581484,4.47
1629456581500,5.65
1629456581515,6.56
1629456581531,7.21
1629456581546,7.68
1629456581562,8.03
1629456581578,8.35
1629456581593,8.72
1629456581609,9.14
1629456581625,9.62
1629456581640,10.19
1629456581656,10.89
1629456581671,11.79
1629456581687,12.92
1629456581703,14.2
1629456581718,15.42
1629456581734,16.36
1629456581750,16.89
1629456581765,17.04
1629456581781,16.99
1629456581796,16.92
1629456581812,16.9
1629456581828,16.82
1629456581843,16.44
1629456581859,15.58
1629456581875,14.22
1629456581890,12.55
1629456581906,10.88
1629456581921,9.47
1629456581937,8.45
1629456581953,7.78
1629456581968,7.37
1629456581984,7.13
1629456582000,7.03
1629456582015,7.07
1629456582031,7.26
1629456582046,7.55
1629456582062,7.83
1629456582078,7.99
1629456582093,7.94
1629456582109,7.65
1629456582125,7.12
1629456582140,6.38
1629456582156,5.45
1629456582171,4.41
1629456582187,3.34
1629456582203,2.36
1629456582218,1.54
1629456582234,0.89
1629456582250,0.37
1629456582265,-0.1
1629456582281,-0.53
1629456582296,-0.89
1629456582312,-1.11
1629456582328,-1.14
1629456582343,-1.06
1629456582359,-1.0
1629456582375,-1.18
1629456582390,-1.75
1629456582406,-2.68
1629456582421,-3.82
1629456582437,-4.91
1629456582453,-5.71
1629456582468,-6.11
1629456582484,-6.15
1629456582500,-6.01
1629456582515,-5.94
1629456582531,-6.17
1629456582546,-6.81
1629456582562,-7.86
1629456582578,-9.17
1629456582593,-10.51
1629456582609,-11.64
1629456582625,-12.3
1629456582640,-12.32
1629456582656,-11.63
