timestamp,bvp
1630678967000,10.36
1630678967015,8.79
1630678967031,7.23
1630678967046,5.71
1630678967062,4.28
1630678967078,3.0
1630678967093,1.99
1630678967109,1.41
1630678967125,1.49
1630678967140,2.43
1630678967156,4.4
1630678967171,7.37
1630678967187,11.19
1630678967203,15.56
1630678967218,20.15
1630678967234,24.67
1630678967250,28.91
1630678967265,32.76
1630678967281,36.1
1630678967296,38.86
1630678967312,40.92
1630678967328,42.14
1630678967343,42.39
1630678967359,41.57
1630678967375,39.71
1630678967390,36.97
1630678967406,33.65
1630678967421,30.14
1630678967437,26.82
1630678967453,23.88
1630678967468,21.34
1630678967484,19.12
1630678967500,17.05
1630678967515,15.04
1630678967531,13.03
1630678967546,10.99
1630678967562,8.91
1630678967578,6.73
1630678967593,4.45
1630678967609,2.17
1630678967625,0.09
1630678967640,-1.58
1630678967656,-2.71
1630678967671,-3.33
1630678967687,-3.66
1630678967703,-4.0
1630678967718,-4.67
1630678967734,-5.9
1630678967750,-7.78
1630678967765,-10.23
1630678967781,-13.07
1630678967796,-16.0
1630678967812,-18.65
1630678967828,-20.64
1630678967843,-21.65
1630678967859,-21.52
1630678967875,-20.33
1630678967890,-18.4
1630678967906,-16.23
1630678967921,-14.33
1630678967937,-13.07
1630678967953,-12.51
1630678967968,-12.51
1630678967984,-12.74
1630678968000,-12.97
1630678968015,-13.09
1630678968031,-13.16
1630678968046,-13.31
1630678968062,-13.63
1630678968078,-14.08
1630678968093,-14.53
1630678968109,-14.85
1630678968125,-15.0
1630678968140,-15.07
1630678968156,-15.19
1630678968171,-15.5
1630678968187,-15.97
1630678968203,-16.5
1630678968218,-16.96
1630678968234,-17.34
1630678968250,-17.81
1630678968265,-18.65
1630678968281,-20.15
1630678968296,-22.44
1630678968312,-25.32
1630678968328,-28.32
1630678968343,-30.79
1630678968359,-32.19
1630678968375,-32.31
1630678968390,-31.32
1630678968406,-29.74
1630678968421,-28.16
1630678968437,-27.07
1630678968453,-26.63
1630678968468,-26.66
1630678968484,-26.75
1630678968500,-26.38
1630678968515,-25.03
1630678968531,-22.31
1630678968546,-17.98
1630678968562,-12.02
1630678968578,-4.71
1630678968593,3.45
1630678968609,11.77
1630678968625,19.54
1630678968640,26.19
1630678968656,31.4
1630678968671,35.12
1630678968687,37.52
1630678968703,38.82
1630678968718,39.24
1630678968734,38.97
1630678968750,38.14
1630678968765,36.9
1630678968781,35.4
1630678968796,33.79
1630678968812,32.18
1630678968828,30.63
1630678968843,29.15
1630678968859,27.72
1630678968875,26.34
1630678968890,25.01
1630678968906,23.78
1630678968921,22.66
1630678968937,21.62
1630678968953,20.58
1630678968968,19.47
1630678968984,18.21
1630678969000,16.84
1630678969015,15.47
1630678969031,14.23
1630678969046,13.12
1630678969062,12.0
1630678969078,10.56
1630678969093,8.43
1630678969109,5.35
1630678969125,1.33
1630678969140,-3.35
1630678969156,-8.17
1630678969171,-12.52
1630678969187,-15.92
1630678969203,-18.05
1630678969218,-18.89
1630678969234,-18.71
1630678969250,-17.98
1630678969265,-17.31
1630678969281,-17.22
1630678969296,-18.08
1630678969312,-19.98
1630678969328,-22.72
1630678969343,-25.92
1630678969359,-29.14
1630678969375,-31.97
1630678969390,-34.16
1630678969406,-35.6
1630678969421,-36.39
1630678969437,-36.77
1630678969453,-37.1
1630678969468,-37.7
1630678969484,-38.7
1630678969500,-39.97
1630678969515,-41.1
1630678969531,-41.63
1630678969546,-41.25
1630678969562,-40.03
1630678969578,-38.39
1630678969593,-37.02
1630678969609,-36.6
1630678969625,-37.59
1630678969640,-40.1
1630678969656,-43.76
1630678969671,-47.85
1630678969687,-51.34
1630678969703,-53.19
1630678969718,-52.57
1630678969734,-49.12
1630678969750,-43.02
1630678969765,-34.92
1630678969781,-25.7
